# pulled from biomart on 2025-10-17
"Gene.stable.ID"	"Gene.stable.ID.version"	"Transcript.stable.ID"	"Transcript.stable.ID.version"	"RefSeq.match.transcript..MANE.Select."
"ENSG00000172428"	"ENSG00000172428.12"	"ENST00000607357"	"ENST00000607357.2"	"NM_001163424.2"
"ENSG00000130734"	"ENSG00000130734.11"	"ENST00000309469"	"ENST00000309469.9"	"NM_032885.6"
"ENSG00000132359"	"ENSG00000132359.18"	"ENST00000254695"	"ENST00000254695.13"	"NM_015085.5"
"ENSG00000138592"	"ENSG00000138592.16"	"ENST00000307179"	"ENST00000307179.9"	"NM_005154.5"
"ENSG00000106733"	"ENSG00000106733.22"	"ENST00000361092"	"ENST00000361092.9"	"NM_017881.3"
"ENSG00000066923"	"ENSG00000066923.20"	"ENST00000615138"	"ENST00000615138.5"	"NM_001282717.2"
"ENSG00000276409"	"ENSG00000276409.6"	"ENST00000618404"	"ENST00000618404.5"	"NM_032963.4"
"ENSG00000110931"	"ENSG00000110931.20"	"ENST00000404169"	"ENST00000404169.8"	"NM_001270485.2"
"ENSG00000159917"	"ENSG00000159917.18"	"ENST00000291182"	"ENST00000291182.9"	"NM_004234.4"
"ENSG00000165568"	"ENSG00000165568.19"	"ENST00000298375"	"ENST00000298375.12"	"NM_001040177.3"
"ENSG00000157510"	"ENSG00000157510.15"	"ENST00000296721"	"ENST00000296721.9"	"NM_152406.4"
"ENSG00000120341"	"ENSG00000120341.20"	"ENST00000308284"	"ENST00000308284.11"	"NM_033127.4"
"ENSG00000151575"	"ENSG00000151575.16"	"ENST00000696102"	"ENST00000696102.1"	"NM_001395496.1"
"ENSG00000146700"	"ENSG00000146700.10"	"ENST00000275560"	"ENST00000275560.4"	"NM_080744.2"
"ENSG00000138587"	"ENSG00000138587.7"	"ENST00000260453"	"ENST00000260453.4"	"NM_018365.4"
"ENSG00000153044"	"ENSG00000153044.11"	"ENST00000283006"	"ENST00000283006.7"	"NM_022909.4"
"ENSG00000138496"	"ENSG00000138496.18"	"ENST00000682323"	"ENST00000682323.1"	"NM_001146105.2"
"ENSG00000253304"	"ENSG00000253304.3"	"ENST00000521452"	"ENST00000521452.2"	"NM_001003682.4"
"ENSG00000148481"	"ENSG00000148481.15"	"ENST00000277632"	"ENST00000277632.8"	"NM_024948.4"
"ENSG00000129990"	"ENSG00000129990.16"	"ENST00000354308"	"ENST00000354308.8"	"NM_003180.3"
"ENSG00000065609"	"ENSG00000065609.16"	"ENST00000369694"	"ENST00000369694.7"	"NM_001242792.2"
"ENSG00000122783"	"ENSG00000122783.18"	"ENST00000393114"	"ENST00000393114.8"	"NM_024033.4"
"ENSG00000171992"	"ENSG00000171992.14"	"ENST00000307662"	"ENST00000307662.5"	"NM_007286.6"
"ENSG00000180098"	"ENSG00000180098.10"	"ENST00000373830"	"ENST00000373830.4"	"NM_017846.5"
"ENSG00000132846"	"ENSG00000132846.7"	"ENST00000255198"	"ENST00000255198.3"	"NM_032367.4"
"ENSG00000108306"	"ENSG00000108306.14"	"ENST00000264658"	"ENST00000264658.11"	"NM_032875.3"
"ENSG00000160570"	"ENSG00000160570.15"	"ENST00000596251"	"ENST00000596251.6"	"NM_133328.4"
"ENSG00000166819"	"ENSG00000166819.13"	"ENST00000300055"	"ENST00000300055.10"	"NM_002666.5"
"ENSG00000073861"	"ENSG00000073861.4"	"ENST00000177694"	"ENST00000177694.2"	"NM_013351.2"
"ENSG00000159784"	"ENSG00000159784.19"	"ENST00000443739"	"ENST00000443739.7"	"NM_001031690.3"
"ENSG00000047249"	"ENSG00000047249.19"	"ENST00000359530"	"ENST00000359530.7"	"NM_015941.4"
"ENSG00000128011"	"ENSG00000128011.6"	"ENST00000248668"	"ENST00000248668.5"	"NM_020862.2"
"ENSG00000197713"	"ENSG00000197713.16"	"ENST00000359429"	"ENST00000359429.11"	"NM_199229.3"
"ENSG00000161653"	"ENSG00000161653.12"	"ENST00000293404"	"ENST00000293404.8"	"NM_153006.3"
"ENSG00000198929"	"ENSG00000198929.14"	"ENST00000361897"	"ENST00000361897.10"	"NM_014697.3"
"ENSG00000183742"	"ENSG00000183742.14"	"ENST00000400331"	"ENST00000400331.10"	"NM_182762.4"
"ENSG00000143977"	"ENSG00000143977.15"	"ENST00000272348"	"ENST00000272348.7"	"NM_003096.4"
"ENSG00000276231"	"ENSG00000276231.6"	"ENST00000619866"	"ENST00000619866.5"	"NM_001010855.4"
"ENSG00000134193"	"ENSG00000134193.16"	"ENST00000256585"	"ENST00000256585.10"	"NM_032044.4"
"ENSG00000127989"	"ENSG00000127989.15"	"ENST00000351870"	"ENST00000351870.8"	"NM_006980.5"
"ENSG00000125648"	"ENSG00000125648.16"	"ENST00000301454"	"ENST00000301454.9"	"NM_024103.3"
"ENSG00000168333"	"ENSG00000168333.15"	"ENST00000522267"	"ENST00000522267.6"	"NM_001256597.2"
"ENSG00000131015"	"ENSG00000131015.6"	"ENST00000367351"	"ENST00000367351.4"	"NM_025217.4"
"ENSG00000134183"	"ENSG00000134183.14"	"ENST00000679935"	"ENST00000679935.1"	"NM_001377295.2"
"ENSG00000198478"	"ENSG00000198478.10"	"ENST00000369838"	"ENST00000369838.6"	"NM_031469.4"
"ENSG00000166167"	"ENSG00000166167.19"	"ENST00000370187"	"ENST00000370187.8"	"NM_033637.4"
"ENSG00000113594"	"ENSG00000113594.11"	"ENST00000453190"	"ENST00000453190.7"	"NM_001127671.2"
"ENSG00000134248"	"ENSG00000134248.15"	"ENST00000602318"	"ENST00000602318.6"	"NM_001382293.1"
"ENSG00000221914"	"ENSG00000221914.12"	"ENST00000380737"	"ENST00000380737.8"	"NM_002717.4"
"ENSG00000062725"	"ENSG00000062725.11"	"ENST00000083182"	"ENST00000083182.8"	"NM_006380.5"
"ENSG00000148671"	"ENSG00000148671.16"	"ENST00000372013"	"ENST00000372013.8"	"NM_006829.3"
"ENSG00000138614"	"ENSG00000138614.17"	"ENST00000313182"	"ENST00000313182.7"	"NM_001394796.1"
"ENSG00000156521"	"ENSG00000156521.15"	"ENST00000287078"	"ENST00000287078.7"	"NM_173555.4"
"ENSG00000162772"	"ENSG00000162772.19"	"ENST00000341491"	"ENST00000341491.9"	"NM_001674.4"
"ENSG00000050327"	"ENSG00000050327.16"	"ENST00000056217"	"ENST00000056217.10"	"NM_005435.4"
"ENSG00000023171"	"ENSG00000023171.21"	"ENST00000635736"	"ENST00000635736.2"	"NM_001387025.1"
"ENSG00000156510"	"ENSG00000156510.14"	"ENST00000354624"	"ENST00000354624.6"	"NM_025130.4"
"ENSG00000142677"	"ENSG00000142677.5"	"ENST00000270800"	"ENST00000270800.2"	"NM_021258.4"
"ENSG00000115540"	"ENSG00000115540.16"	"ENST00000323303"	"ENST00000323303.9"	"NM_015387.5"
"ENSG00000213413"	"ENSG00000213413.4"	"ENST00000699088"	"ENST00000699088.1"	"NM_001397246.1"
"ENSG00000179133"	"ENSG00000179133.16"	"ENST00000636213"	"ENST00000636213.3"	"NM_001371909.1"
"ENSG00000141040"	"ENSG00000141040.16"	"ENST00000395825"	"ENST00000395825.4"	"NM_020653.4"
"ENSG00000057757"	"ENSG00000057757.11"	"ENST00000246151"	"ENST00000246151.9"	"NM_020362.5"
"ENSG00000197106"	"ENSG00000197106.8"	"ENST00000331565"	"ENST00000331565.5"	"NM_001010898.4"
"ENSG00000115128"	"ENSG00000115128.8"	"ENST00000233468"	"ENST00000233468.5"	"NM_016047.4"
"ENSG00000158457"	"ENSG00000158457.7"	"ENST00000486685"	"ENST00000486685.3"	"NM_178562.5"
"ENSG00000185674"	"ENSG00000185674.11"	"ENST00000333017"	"ENST00000333017.7"	"NM_175735.4"
"ENSG00000213064"	"ENSG00000213064.11"	"ENST00000271375"	"ENST00000271375.7"	"NM_199344.3"
"ENSG00000185518"	"ENSG00000185518.13"	"ENST00000394232"	"ENST00000394232.6"	"NM_001323032.3"
"ENSG00000170631"	"ENSG00000170631.16"	"ENST00000394909"	"ENST00000394909.7"	"NM_006958.3"
"ENSG00000169251"	"ENSG00000169251.14"	"ENST00000351193"	"ENST00000351193.7"	"NM_015938.5"
"ENSG00000186994"	"ENSG00000186994.13"	"ENST00000330915"	"ENST00000330915.7"	"NM_198471.3"
"ENSG00000169612"	"ENSG00000169612.5"	"ENST00000304191"	"ENST00000304191.4"	"NM_031452.4"
"ENSG00000161647"	"ENSG00000161647.20"	"ENST00000398389"	"ENST00000398389.9"	"NM_001932.6"
"ENSG00000159374"	"ENSG00000159374.19"	"ENST00000421985"	"ENST00000421985.2"	"NM_001321739.2"
"ENSG00000159322"	"ENSG00000159322.19"	"ENST00000456471"	"ENST00000456471.3"	"NM_001365225.1"
"ENSG00000106605"	"ENSG00000106605.12"	"ENST00000265523"	"ENST00000265523.9"	"NM_000712.4"
"ENSG00000042429"	"ENSG00000042429.13"	"ENST00000251871"	"ENST00000251871.9"	"NM_004268.5"
"ENSG00000122224"	"ENSG00000122224.20"	"ENST00000263285"	"ENST00000263285.11"	"NM_002348.4"
"ENSG00000132394"	"ENSG00000132394.12"	"ENST00000254730"	"ENST00000254730.11"	"NM_021937.5"
"ENSG00000067445"	"ENSG00000067445.23"	"ENST00000173898"	"ENST00000173898.12"	"NM_001039705.3"
"ENSG00000128482"	"ENSG00000128482.17"	"ENST00000461366"	"ENST00000461366.2"	"NM_007148.5"
"ENSG00000260314"	"ENSG00000260314.4"	"ENST00000569591"	"ENST00000569591.3"	"NM_002438.4"
"ENSG00000186591"	"ENSG00000186591.14"	"ENST00000355621"	"ENST00000355621.8"	"NM_003344.4"
"ENSG00000188603"	"ENSG00000188603.23"	"ENST00000636147"	"ENST00000636147.2"	"NM_001042432.2"
"ENSG00000109339"	"ENSG00000109339.25"	"ENST00000641462"	"ENST00000641462.2"	"NM_138982.4"
"ENSG00000143603"	"ENSG00000143603.20"	"ENST00000271915"	"ENST00000271915.9"	"NM_002249.6"
"ENSG00000147155"	"ENSG00000147155.12"	"ENST00000495186"	"ENST00000495186.6"	"NM_006579.3"
"ENSG00000198223"	"ENSG00000198223.20"	"ENST00000381529"	"ENST00000381529.9"	"NM_172245.4"
"ENSG00000118729"	"ENSG00000118729.16"	"ENST00000261448"	"ENST00000261448.6"	"NM_001232.4"
"ENSG00000012822"	"ENSG00000012822.17"	"ENST00000550804"	"ENST00000550804.6"	"NM_020898.3"
"ENSG00000180638"	"ENSG00000180638.20"	"ENST00000433844"	"ENST00000433844.4"	"NM_001099646.3"
"ENSG00000005102"	"ENSG00000005102.15"	"ENST00000318579"	"ENST00000318579.9"	"NM_004527.4"
"ENSG00000106123"	"ENSG00000106123.14"	"ENST00000652003"	"ENST00000652003.1"	"NM_004445.6"
"ENSG00000035681"	"ENSG00000035681.11"	"ENST00000038176"	"ENST00000038176.8"	"NM_003580.4"
"ENSG00000117601"	"ENSG00000117601.16"	"ENST00000367698"	"ENST00000367698.4"	"NM_000488.4"
"ENSG00000109089"	"ENSG00000109089.8"	"ENST00000337231"	"ENST00000337231.5"	"NM_014603.3"
"ENSG00000112339"	"ENSG00000112339.16"	"ENST00000367837"	"ENST00000367837.10"	"NM_006620.4"
"ENSG00000248485"	"ENSG00000248485.3"	"ENST00000504449"	"ENST00000504449.2"	"NM_001102566.2"
"ENSG00000099282"	"ENSG00000099282.11"	"ENST00000373290"	"ENST00000373290.7"	"NM_012339.5"
"ENSG00000184831"	"ENSG00000184831.15"	"ENST00000379226"	"ENST00000379226.9"	"NM_024122.5"
"ENSG00000141560"	"ENSG00000141560.16"	"ENST00000269373"	"ENST00000269373.11"	"NM_024619.4"
"ENSG00000157911"	"ENSG00000157911.12"	"ENST00000447513"	"ENST00000447513.7"	"NM_002617.4"
"ENSG00000198298"	"ENSG00000198298.14"	"ENST00000361807"	"ENST00000361807.8"	"NM_145312.4"
"ENSG00000013588"	"ENSG00000013588.11"	"ENST00000014914"	"ENST00000014914.6"	"NM_003979.4"
"ENSG00000117560"	"ENSG00000117560.9"	"ENST00000367721"	"ENST00000367721.3"	"NM_000639.3"
"ENSG00000165061"	"ENSG00000165061.16"	"ENST00000297737"	"ENST00000297737.11"	"NM_024645.3"
"ENSG00000167363"	"ENSG00000167363.15"	"ENST00000300784"	"ENST00000300784.8"	"NM_022158.4"
"ENSG00000021852"	"ENSG00000021852.15"	"ENST00000371237"	"ENST00000371237.9"	"NM_000066.4"
"ENSG00000105409"	"ENSG00000105409.20"	"ENST00000648268"	"ENST00000648268.1"	"NM_152296.5"
"ENSG00000049249"	"ENSG00000049249.11"	"ENST00000377507"	"ENST00000377507.8"	"NM_001561.6"
"ENSG00000155189"	"ENSG00000155189.13"	"ENST00000285518"	"ENST00000285518.11"	"NM_018361.5"
"ENSG00000010818"	"ENSG00000010818.12"	"ENST00000367603"	"ENST00000367603.8"	"NM_006734.4"
"ENSG00000180879"	"ENSG00000180879.15"	"ENST00000370086"	"ENST00000370086.8"	"NM_006280.3"
"ENSG00000134389"	"ENSG00000134389.12"	"ENST00000256785"	"ENST00000256785.5"	"NM_030787.4"
"ENSG00000233927"	"ENSG00000233927.6"	"ENST00000600659"	"ENST00000600659.3"	"NM_001031.5"
"ENSG00000185860"	"ENSG00000185860.15"	"ENST00000367912"	"ENST00000367912.7"	"NM_001394065.1"
"ENSG00000171051"	"ENSG00000171051.11"	"ENST00000304748"	"ENST00000304748.5"	"NM_002029.4"
"ENSG00000155906"	"ENSG00000155906.21"	"ENST00000444024"	"ENST00000444024.3"	"NM_017909.4"
"ENSG00000139218"	"ENSG00000139218.19"	"ENST00000369367"	"ENST00000369367.8"	"NM_004719.3"
"ENSG00000132510"	"ENSG00000132510.12"	"ENST00000448097"	"ENST00000448097.7"	"NM_001348716.2"
"ENSG00000137571"	"ENSG00000137571.12"	"ENST00000260126"	"ENST00000260126.9"	"NM_030958.3"
"ENSG00000152465"	"ENSG00000152465.19"	"ENST00000378165"	"ENST00000378165.9"	"NM_004808.3"
"ENSG00000005007"	"ENSG00000005007.15"	"ENST00000262803"	"ENST00000262803.10"	"NM_002911.4"
"ENSG00000131558"	"ENSG00000131558.17"	"ENST00000253861"	"ENST00000253861.5"	"NM_021807.4"
"ENSG00000259120"	"ENSG00000259120.4"	"ENST00000579469"	"ENST00000579469.2"	"NM_001162997.2"
"ENSG00000147996"	"ENSG00000147996.18"	"ENST00000382405"	"ENST00000382405.8"	"NM_001330668.2"
"ENSG00000124523"	"ENSG00000124523.18"	"ENST00000606117"	"ENST00000606117.2"	"NM_012241.5"
"ENSG00000147383"	"ENSG00000147383.12"	"ENST00000370274"	"ENST00000370274.8"	"NM_015922.3"
"ENSG00000164754"	"ENSG00000164754.17"	"ENST00000297338"	"ENST00000297338.7"	"NM_006265.3"
"ENSG00000087365"	"ENSG00000087365.17"	"ENST00000322535"	"ENST00000322535.11"	"NM_006842.3"
"ENSG00000198915"	"ENSG00000198915.13"	"ENST00000395810"	"ENST00000395810.6"	"NM_145313.4"
"ENSG00000134184"	"ENSG00000134184.14"	"ENST00000309851"	"ENST00000309851.10"	"NM_000561.4"
"ENSG00000136449"	"ENSG00000136449.17"	"ENST00000323776"	"ENST00000323776.11"	"NM_032133.6"
"ENSG00000185787"	"ENSG00000185787.17"	"ENST00000426013"	"ENST00000426013.7"	"NM_006791.4"
"ENSG00000105376"	"ENSG00000105376.6"	"ENST00000221980"	"ENST00000221980.5"	"NM_003259.4"
"ENSG00000162426"	"ENSG00000162426.17"	"ENST00000471889"	"ENST00000471889.7"	"NM_001080397.3"
"ENSG00000130956"	"ENSG00000130956.15"	"ENST00000375249"	"ENST00000375249.5"	"NM_014282.4"
"ENSG00000139180"	"ENSG00000139180.12"	"ENST00000266544"	"ENST00000266544.10"	"NM_005002.5"
"ENSG00000127129"	"ENSG00000127129.11"	"ENST00000372587"	"ENST00000372587.5"	"NM_001956.5"
"ENSG00000126767"	"ENSG00000126767.20"	"ENST00000376983"	"ENST00000376983.8"	"NM_001114123.3"
"ENSG00000131469"	"ENSG00000131469.16"	"ENST00000253788"	"ENST00000253788.12"	"NM_000988.5"
"ENSG00000138448"	"ENSG00000138448.14"	"ENST00000261023"	"ENST00000261023.8"	"NM_002210.5"
"ENSG00000096092"	"ENSG00000096092.7"	"ENST00000211314"	"ENST00000211314.5"	"NM_014051.4"
"ENSG00000136908"	"ENSG00000136908.19"	"ENST00000314392"	"ENST00000314392.13"	"NM_003863.4"
"ENSG00000105388"	"ENSG00000105388.18"	"ENST00000221992"	"ENST00000221992.11"	"NM_004363.6"
"ENSG00000139537"	"ENSG00000139537.12"	"ENST00000320516"	"ENST00000320516.5"	"NM_033124.5"
"ENSG00000174547"	"ENSG00000174547.14"	"ENST00000310999"	"ENST00000310999.11"	"NM_016050.5"
"ENSG00000105929"	"ENSG00000105929.17"	"ENST00000310018"	"ENST00000310018.7"	"NM_020632.3"
"ENSG00000101955"	"ENSG00000101955.16"	"ENST00000378533"	"ENST00000378533.4"	"NM_006307.5"
"ENSG00000117362"	"ENSG00000117362.14"	"ENST00000369109"	"ENST00000369109.8"	"NM_001077628.3"
"ENSG00000187037"	"ENSG00000187037.10"	"ENST00000334425"	"ENST00000334425.2"	"NM_001381946.1"
"ENSG00000147471"	"ENSG00000147471.13"	"ENST00000328195"	"ENST00000328195.8"	"NM_007198.4"
"ENSG00000239672"	"ENSG00000239672.9"	"ENST00000393196"	"ENST00000393196.8"	"NM_000269.3"
"ENSG00000162391"	"ENSG00000162391.13"	"ENST00000302250"	"ENST00000302250.7"	"NM_176782.3"
"ENSG00000196363"	"ENSG00000196363.11"	"ENST00000358625"	"ENST00000358625.4"	"NM_017588.3"
"ENSG00000066382"	"ENSG00000066382.18"	"ENST00000358117"	"ENST00000358117.10"	"NM_001584.3"
"ENSG00000240247"	"ENSG00000240247.9"	"ENST00000382689"	"ENST00000382689.8"	"NM_001042500.2"
"ENSG00000188404"	"ENSG00000188404.11"	"ENST00000236147"	"ENST00000236147.6"	"NM_000655.5"
"ENSG00000133961"	"ENSG00000133961.23"	"ENST00000555238"	"ENST00000555238.6"	"NM_001005743.2"
"ENSG00000154146"	"ENSG00000154146.14"	"ENST00000284292"	"ENST00000284292.11"	"NM_006176.3"
"ENSG00000119778"	"ENSG00000119778.16"	"ENST00000238789"	"ENST00000238789.10"	"NM_017552.4"
"ENSG00000178966"	"ENSG00000178966.18"	"ENST00000445877"	"ENST00000445877.6"	"NM_001358291.2"
"ENSG00000135900"	"ENSG00000135900.5"	"ENST00000258383"	"ENST00000258383.4"	"NM_022915.5"
"ENSG00000174437"	"ENSG00000174437.19"	"ENST00000539276"	"ENST00000539276.7"	"NM_170665.4"
"ENSG00000062194"	"ENSG00000062194.17"	"ENST00000506184"	"ENST00000506184.7"	"NM_022913.4"
"ENSG00000119862"	"ENSG00000119862.14"	"ENST00000238875"	"ENST00000238875.10"	"NM_014181.3"
"ENSG00000147416"	"ENSG00000147416.13"	"ENST00000276390"	"ENST00000276390.7"	"NM_001693.4"
"ENSG00000153012"	"ENSG00000153012.13"	"ENST00000382114"	"ENST00000382114.9"	"NM_018176.4"
"ENSG00000143653"	"ENSG00000143653.11"	"ENST00000366510"	"ENST00000366510.4"	"NM_016002.3"
"ENSG00000137760"	"ENSG00000137760.16"	"ENST00000428149"	"ENST00000428149.7"	"NM_138775.3"
"ENSG00000148334"	"ENSG00000148334.17"	"ENST00000338961"	"ENST00000338961.11"	"NM_025072.7"
"ENSG00000108298"	"ENSG00000108298.13"	"ENST00000225430"	"ENST00000225430.9"	"NM_000981.4"
"ENSG00000177105"	"ENSG00000177105.11"	"ENST00000351018"	"ENST00000351018.5"	"NM_001665.4"
"ENSG00000135972"	"ENSG00000135972.10"	"ENST00000258455"	"ENST00000258455.8"	"NM_182640.3"
"ENSG00000184557"	"ENSG00000184557.5"	"ENST00000330871"	"ENST00000330871.3"	"NM_003955.5"
"ENSG00000135439"	"ENSG00000135439.13"	"ENST00000547588"	"ENST00000547588.6"	"NM_001122772.3"
"ENSG00000186665"	"ENSG00000186665.11"	"ENST00000580729"	"ENST00000580729.3"	"NM_001382359.1"
"ENSG00000169255"	"ENSG00000169255.16"	"ENST00000320474"	"ENST00000320474.10"	"NM_003781.4"
"ENSG00000137857"	"ENSG00000137857.19"	"ENST00000389037"	"ENST00000389037.7"	"NM_175940.3"
"ENSG00000142102"	"ENSG00000142102.17"	"ENST00000409548"	"ENST00000409548.7"	"NM_025092.5"
"ENSG00000150627"	"ENSG00000150627.17"	"ENST00000508596"	"ENST00000508596.6"	"NM_181265.4"
"ENSG00000140557"	"ENSG00000140557.13"	"ENST00000268164"	"ENST00000268164.8"	"NM_006011.4"
"ENSG00000182150"	"ENSG00000182150.21"	"ENST00000653738"	"ENST00000653738.2"	"NM_020207.7"
"ENSG00000147642"	"ENSG00000147642.18"	"ENST00000276646"	"ENST00000276646.14"	"NM_001099754.2"
"ENSG00000112640"	"ENSG00000112640.17"	"ENST00000485511"	"ENST00000485511.6"	"NM_006245.4"
"ENSG00000068001"	"ENSG00000068001.15"	"ENST00000357750"	"ENST00000357750.9"	"NM_003773.5"
"ENSG00000157106"	"ENSG00000157106.19"	"ENST00000446231"	"ENST00000446231.7"	"NM_015092.5"
"ENSG00000113758"	"ENSG00000113758.15"	"ENST00000393565"	"ENST00000393565.6"	"NM_001363541.2"
"ENSG00000142675"	"ENSG00000142675.19"	"ENST00000361530"	"ENST00000361530.11"	"NM_006314.3"
"ENSG00000114248"	"ENSG00000114248.11"	"ENST00000316428"	"ENST00000316428.10"	"NM_024727.4"
"ENSG00000100767"	"ENSG00000100767.18"	"ENST00000644200"	"ENST00000644200.2"	"NM_001365906.3"
"ENSG00000071564"	"ENSG00000071564.20"	"ENST00000262965"	"ENST00000262965.12"	"NM_003200.5"
"ENSG00000117090"	"ENSG00000117090.17"	"ENST00000302035"	"ENST00000302035.11"	"NM_003037.5"
"ENSG00000174231"	"ENSG00000174231.19"	"ENST00000304992"	"ENST00000304992.11"	"NM_006445.4"
"ENSG00000269113"	"ENSG00000269113.5"	"ENST00000606738"	"ENST00000606738.3"	"NM_001194986.2"
"ENSG00000121542"	"ENSG00000121542.13"	"ENST00000492595"	"ENST00000492595.6"	"NM_012430.5"
"ENSG00000137843"	"ENSG00000137843.13"	"ENST00000560346"	"ENST00000560346.6"	"NM_001395430.1"
"ENSG00000147872"	"ENSG00000147872.11"	"ENST00000276914"	"ENST00000276914.7"	"NM_001122.4"
"ENSG00000137965"	"ENSG00000137965.12"	"ENST00000370747"	"ENST00000370747.9"	"NM_006417.5"
"ENSG00000102024"	"ENSG00000102024.20"	"ENST00000355899"	"ENST00000355899.8"	"NM_005032.7"
"ENSG00000215126"	"ENSG00000215126.13"	"ENST00000377391"	"ENST00000377391.8"	"NM_001085457.2"
"ENSG00000181885"	"ENSG00000181885.19"	"ENST00000360325"	"ENST00000360325.11"	"NM_001307.6"
"ENSG00000111801"	"ENSG00000111801.17"	"ENST00000244519"	"ENST00000244519.7"	"NM_006994.5"
"ENSG00000117174"	"ENSG00000117174.12"	"ENST00000370574"	"ENST00000370574.4"	"NM_017953.4"
"ENSG00000165548"	"ENSG00000165548.12"	"ENST00000298351"	"ENST00000298351.5"	"NM_020431.4"
"ENSG00000187735"	"ENSG00000187735.17"	"ENST00000521604"	"ENST00000521604.7"	"NM_006756.4"
"ENSG00000069329"	"ENSG00000069329.20"	"ENST00000299138"	"ENST00000299138.12"	"NM_018206.6"
"ENSG00000131848"	"ENSG00000131848.11"	"ENST00000683990"	"ENST00000683990.1"	"NM_001322064.3"
"ENSG00000141034"	"ENSG00000141034.11"	"ENST00000268719"	"ENST00000268719.9"	"NM_024052.5"
"ENSG00000162551"	"ENSG00000162551.15"	"ENST00000374840"	"ENST00000374840.8"	"NM_000478.6"
"ENSG00000139631"	"ENSG00000139631.21"	"ENST00000444623"	"ENST00000444623.6"	"NM_001244705.2"
"ENSG00000080345"	"ENSG00000080345.19"	"ENST00000444746"	"ENST00000444746.7"	"NM_018151.5"
"ENSG00000143340"	"ENSG00000143340.8"	"ENST00000341785"	"ENST00000341785.5"	"NM_173509.3"
"ENSG00000073578"	"ENSG00000073578.19"	"ENST00000264932"	"ENST00000264932.11"	"NM_004168.4"
"ENSG00000165704"	"ENSG00000165704.16"	"ENST00000298556"	"ENST00000298556.8"	"NM_000194.3"
"ENSG00000256525"	"ENSG00000256525.9"	"ENST00000539111"	"ENST00000539111.7"	"NM_007215.4"
"ENSG00000137200"	"ENSG00000137200.14"	"ENST00000373451"	"ENST00000373451.9"	"NM_015050.3"
"ENSG00000154511"	"ENSG00000154511.13"	"ENST00000370310"	"ENST00000370310.5"	"NM_001006605.5"
"ENSG00000114978"	"ENSG00000114978.19"	"ENST00000396049"	"ENST00000396049.5"	"NM_018221.5"
"ENSG00000174652"	"ENSG00000174652.21"	"ENST00000592904"	"ENST00000592904.7"	"NM_001370374.1"
"ENSG00000240857"	"ENSG00000240857.3"	"ENST00000381249"	"ENST00000381249.4"	"NM_020905.4"
"ENSG00000146918"	"ENSG00000146918.21"	"ENST00000356309"	"ENST00000356309.8"	"NM_017760.7"
"ENSG00000143195"	"ENSG00000143195.14"	"ENST00000271417"	"ENST00000271417.8"	"NM_199351.3"
"ENSG00000152944"	"ENSG00000152944.10"	"ENST00000282892"	"ENST00000282892.4"	"NM_004264.5"
"ENSG00000100889"	"ENSG00000100889.13"	"ENST00000216780"	"ENST00000216780.9"	"NM_004563.4"
"ENSG00000258315"	"ENSG00000258315.6"	"ENST00000439424"	"ENST00000439424.6"	"NM_174893.4"
"ENSG00000143971"	"ENSG00000143971.10"	"ENST00000272342"	"ENST00000272342.6"	"NM_019002.4"
"ENSG00000121005"	"ENSG00000121005.10"	"ENST00000262207"	"ENST00000262207.9"	"NM_031461.6"
"ENSG00000198393"	"ENSG00000198393.9"	"ENST00000328654"	"ENST00000328654.10"	"NM_019591.4"
"ENSG00000213762"	"ENSG00000213762.13"	"ENST00000396161"	"ENST00000396161.10"	"NM_003435.5"
"ENSG00000187954"	"ENSG00000187954.15"	"ENST00000530374"	"ENST00000530374.6"	"NM_001330618.2"
"ENSG00000196505"	"ENSG00000196505.12"	"ENST00000369443"	"ENST00000369443.10"	"NM_017686.4"
"ENSG00000140848"	"ENSG00000140848.18"	"ENST00000290776"	"ENST00000290776.13"	"NM_152727.6"
"ENSG00000104825"	"ENSG00000104825.18"	"ENST00000313582"	"ENST00000313582.6"	"NM_002503.5"
"ENSG00000183508"	"ENSG00000183508.6"	"ENST00000369448"	"ENST00000369448.4"	"NM_017709.4"
"ENSG00000107263"	"ENSG00000107263.20"	"ENST00000683357"	"ENST00000683357.1"	"NM_001377935.1"
"ENSG00000188786"	"ENSG00000188786.11"	"ENST00000373036"	"ENST00000373036.5"	"NM_005955.3"
"ENSG00000184860"	"ENSG00000184860.11"	"ENST00000328945"	"ENST00000328945.7"	"NM_145168.3"
"ENSG00000235387"	"ENSG00000235387.6"	"ENST00000443779"	"ENST00000443779.3"	"NM_001348107.3"
"ENSG00000196581"	"ENSG00000196581.12"	"ENST00000378191"	"ENST00000378191.5"	"NM_018836.4"
"ENSG00000023287"	"ENSG00000023287.14"	"ENST00000025008"	"ENST00000025008.10"	"NM_014781.5"
"ENSG00000184368"	"ENSG00000184368.17"	"ENST00000379643"	"ENST00000379643.10"	"NM_001168465.2"
"ENSG00000189067"	"ENSG00000189067.16"	"ENST00000622633"	"ENST00000622633.5"	"NM_001136472.2"
